 102  26390  1.3289
 103  26678  1.3434
 104  26534  1.3361
 105  27286  1.3740
 106  27350  1.3772
 107  27702  1.3949
 108  27878  1.4038
 109  28230  1.4215
 110  28486  1.4344
 111  28454  1.4328
 112  28999  1.4602
 113  29287  1.4747
 114  29543  1.4876
 115  29383  1.4796
 116  30135  1.5174
 117  30295  1.5255
 118  30679  1.5448
 119  30839  1.5529
 120  31111  1.5666
 121  31431  1.5827
 122  31591  1.5908
 123  31767  1.5996
 124  32151  1.6190
 125  31911  1.6069
 126  32583  1.6407
 127  32968  1.6601
 128  33336  1.6786
 129  33512  1.6875
 130  33752  1.6996
 131  34200  1.7221
 132  34440  1.7342
 133  34584  1.7415
 134  34712  1.7479
 135  34952  1.7600
 136  35432  1.7842
 137  35512  1.7882
 138  35944  1.8100
 139  36056  1.8156
 140  36552  1.8406
 141  36840  1.8551
 142  37001  1.8632
 143  37225  1.8745
 144  37177  1.8720
 145  37801  1.9035
 146  37865  1.9067
 147  37849  1.9059
 148  38473  1.9373
 149  38745  1.9510
 150  38937  1.9607
 151  38617  1.9446
 152  39561  1.9921
 153  39785  2.0034
 154  40041  2.0163
 155  40137  2.0211
 156  40585  2.0436
 157  40649  2.0469
 158  40953  2.0622
 159  41242  2.0767
 160  41322  2.0808
 161  41770  2.1033
 162  42042  2.1170
 163  42282  2.1291
 164  42474  2.1388
 165  42842  2.1573
 166  42922  2.1613
 167  43450  2.1879
 168  42938  2.1621
 169  43562  2.1936
 170  43866  2.2089
 171  44314  2.2314
 172  44346  2.2330
 173  44234  2.2274
 174  45339  2.2830
 175  45403  2.2863
 176  45547  2.2935
 177  45803  2.3064
 178  46315  2.3322
 179  46683  2.3507
 180  46283  2.3306
 181  46939  2.3636
 182  47387  2.3862
 183  47259  2.3797
 184  47739  2.4039
 185  47915  2.4127
 186  47899  2.4119
 187  48539  2.4442
 188  48715  2.4530
 189  48347  2.4345
 190  49228  2.4789
 191  49500  2.4926
 192  49868  2.5111
 193  49324  2.4837
 194  50380  2.5369
 195  50716  2.5538
 196  50796  2.5578
 197  50188  2.5272
 198  51308  2.5836
 199  51692  2.6029
 200  51468  2.5917
 201  52172  2.6271
 202  51628  2.5997
 203  52348  2.6360
 204  52844  2.6609
 205  53068  2.6722
 206  53581  2.6981
 207  53741  2.7061
 208  53965  2.7174
 209  54141  2.7263
 210  54461  2.7424
 211  54845  2.7617
 212  54861  2.7625
 213  55197  2.7794
 214  55181  2.7786
 215  55789  2.8092
 216  56157  2.8278
 217  56173  2.8286
 218  56269  2.8334
 219  56845  2.8624
 220  56973  2.8689
 221  57341  2.8874
 222  57390  2.8899
 223  57550  2.8979
 224  57902  2.9156
 225  57341  2.8874
 226  58286  2.9350
 227  58702  2.9559
 228  59166  2.9793
 229  59342  2.9882
 230  59422  2.9922
 231  58942  2.9680
 232  59726  3.0075
 233  60462  3.0446
 234  60686  3.0558
 235  60830  3.0631
 236  61214  3.0824
 237  61294  3.0864
 238  61679  3.1058
 239  61727  3.1082
 240  62319  3.1381
 241  62495  3.1469
 242  62511  3.1477
 243  62863  3.1655
 244  62879  3.1663
 245  63279  3.1864
 246  63823  3.2138
 247  63967  3.2210
 248  63983  3.2218
 249  64495  3.2476
 250  63743  3.2098
 251  65087  3.2774
 252  65247  3.2855
 253  65519  3.2992
 254  65535  3.3000
 255  65535  3.3000

