# AWG_Sines.py
# offset 0.500, amplitude 0.500
#step through frequencies
# Loop    0 of  100
4   7079 -0.0088  1.1687 -0.0069  0.1879
4   7943 -0.0164  1.1656 -0.0070  0.1684
4   8913 -0.0146  1.1743 -0.0080  0.1508
3  10000 -0.0083  1.1668 -0.0070  0.1352
# Loop    9 of  100
312    100 -0.0267  1.1689 -0.0269  1.1605
279    112 -0.0333  1.1730 -0.0327  1.1643
248    126 -0.0014  1.1666  0.0000  1.1567
222    141 -0.0063  1.1688 -0.0059  1.1559
198    158 -0.0121  1.1667 -0.0119  1.1512
176    178 -0.0058  1.1650 -0.0061  1.1464
156    200  0.0091  1.1701  0.0071  1.1465
140    224 -0.0219  1.1690 -0.0190  1.1415
125    251 -0.0077  1.1667 -0.0091  1.1321
111    282 -0.0081  1.1686 -0.0068  1.1261
99    316  0.0013  1.1673  0.0012  1.1163
88    355 -0.0177  1.1684 -0.0191  1.1050
79    398 -0.0139  1.1697 -0.0080  1.0918
70    447 -0.0069  1.1642 -0.0079  1.0719
62    501 -0.0063  1.1660 -0.0027  1.0549
56    562 -0.0032  1.1666 -0.0041  1.0328
50    631 -0.0002  1.1675 -0.0055  1.0071
44    708 -0.0048  1.1662 -0.0050  0.9734
39    794 -0.0073  1.1651 -0.0102  0.9391
35    891 -0.0066  1.1652 -0.0050  0.9025
31   1000 -0.0024  1.1645 -0.0050  0.8614
28   1122 -0.0032  1.1692 -0.0060  0.8146
25   1259 -0.0028  1.1714 -0.0072  0.7671
22   1413 -0.0111  1.1668 -0.0083  0.7192
20   1585 -0.0019  1.1655 -0.0072  0.6674
18   1778 -0.0043  1.1699 -0.0044  0.6180
16   1995 -0.0051  1.1679 -0.0074  0.5690
14   2239 -0.0041  1.1618 -0.0050  0.5182
12   2512 -0.0061  1.1464 -0.0053  0.4693
11   2818 -0.0146  1.1697 -0.0075  0.4312
10   3162 -0.0066  1.1668 -0.0081  0.3920
9   3548 -0.0056  1.1667 -0.0052  0.3528
8   3981 -0.0035  1.1698 -0.0059  0.3190
7   4467  0.0092  1.1677 -0.0040  0.2899
6   5012 -0.0170  1.1655 -0.0050  0.2592
6   5623  0.0950  1.1681 -0.0102  0.2277
5   6310 -0.0145  1.1693 -0.0056  0.2091
4   7079 -0.0154  1.1673 -0.0077  0.1876
4   7943 -0.0068  1.1644 -0.0072  0.1688
4   8913 -0.0198  1.1750 -0.0085  0.1518
3  10000 -0.0156  1.1696 -0.0081  0.1354
# Loop   10 of  100
312    100  0.0155  1.1669  0.0142  1.1611
279    112  0.0102  1.1712  0.0074  1.1618
248    126 -0.0169  1.1720 -0.0165  1.1608
222    141 -0.0063  1.1679 -0.0063  1.1546
198    158 -0.0212  1.1662 -0.0249  1.1489
176    178 -0.0055  1.1652 -0.0076  1.1451
156    200 -0.0156  1.1672 -0.0133  1.1438
140    224 -0.0046  1.1710 -0.0089  1.1430
125    251 -0.0195  1.1708 -0.0181  1.1354
111    282 -0.0030  1.1670 -0.0027  1.1244
99    316  0.0029  1.1662  0.0033  1.1142
88    355 -0.0055  1.1690 -0.0053  1.1063
79    398  0.0048  1.1699  0.0029  1.0936
70    447 -0.0055  1.1667 -0.0022  1.0740
62    501 -0.0028  1.1662  0.0011  1.0562
56    562 -0.0051  1.1680 -0.0066  1.0325
50    631 -0.0034  1.1679 -0.0064  1.0062
44    708 -0.0033  1.1664 -0.0054  0.9749
39    794 -0.0059  1.1666 -0.0085  0.9409
35    891 -0.0013  1.1674 -0.0040  0.9032
31   1000 -0.0006  1.1680 -0.0045  0.8619
28   1122 -0.0139  1.1660 -0.0098  0.8147
25   1259 -0.0076  1.1684 -0.0121  0.7687
22   1413 -0.0062  1.1694 -0.0067  0.7151
20   1585 -0.0138  1.1681 -0.0088  0.6674
